"county","year","total_cases","total_deaths"
"Outagamie",2021,39363,304
"Outagamie",2022,55321,406
"Overton",2020,2183,41
"Overton",2021,5213,106
"Overton",2022,7157,123
"Owen",2020,1774,39
"Owen",2021,5646,116
"Owen",2022,8281,155
"Owsley",2020,304,10
"Owsley",2021,1059,23
"Owsley",2022,1574,27
"Owyhee",2020,887,20
"Owyhee",2021,1752,42
"Owyhee",2022,2274,53
"Oxford",2020,1115,21
"Oxford",2021,7662,102
"Oxford",2022,11799,148
"Ozark",2020,382,4
"Ozark",2021,1350,46
"Ozark",2022,1735,58
"Ozaukee",2020,7115,55
"Ozaukee",2021,15937,131
"Ozaukee",2022,23174,186
"Pacific",2020,542,5
"Pacific",2021,2042,39
"Pacific",2022,3795,57
"Page",2020,2424,46
"Page",2021,7036,131
"Page",2022,8999,168
"Palm Beach",2020,82888,1895
"Palm Beach",2021,268242,4322
"Palm Beach",2022,375184,5059
"Palo Alto",2020,819,8
"Palo Alto",2021,1634,32
"Palo Alto",2022,2048,38
"Palo Pinto",2020,1866,44
"Palo Pinto",2021,5048,130
"Palo Pinto",2022,7052,154
"Pamlico",2020,528,5
"Pamlico",2021,1832,26
"Pamlico",2022,2630,28
"Panola",2020,4255,112
"Panola",2021,10238,251
"Panola",2022,15175,298
"Park",2020,3281,21
"Park",2021,10456,162
"Park",2022,13974,199
"Parke",2020,1189,8
"Parke",2021,2713,36
"Parke",2022,3608,46
"Parker",2020,8790,99
"Parker",2021,25807,356
"Parker",2022,34819,450
"Parmer",2020,1081,32
"Parmer",2021,1681,44
"Parmer",2022,2363,52
"Pasco",2020,21932,376
"Pasco",2021,85229,1619
"Pasco",2022,123993,1900
"Pasquotank",2020,1807,44
"Pasquotank",2021,5859,110
"Pasquotank",2022,8571,125
"Passaic",2020,40318,1460
"Passaic",2021,106973,2071
"Passaic",2022,149761,2337
"Patillas",2020,318,0
"Patillas",2021,891,0
"Patillas",2022,2777,0
"Patrick",2020,784,28
"Patrick",2021,2553,72
"Patrick",2022,3706,98
"Paulding",2020,9917,130
"Paulding",2021,33330,415
"Paulding",2022,43051,507
"Pawnee",2020,2237,14
"Pawnee",2021,4882,94
"Pawnee",2022,6674,113
"Payette",2020,2064,24
"Payette",2021,4346,74
"Payette",2022,5586,87
"Payne",2020,5883,28
"Payne",2021,12814,127
"Payne",2022,18463,166
"Peach",2020,1554,33
"Peach",2021,4494,115
"Peach",2022,6239,133
"Pearl River",2020,2633,81
"Pearl River",2021,10101,244
"Pearl River",2022,15151,275
"Pecos",2020,1326,23
"Pecos",2021,2411,58
"Pecos",2022,2749,71
"Pembina",2020,699,10
"Pembina",2021,1511,15
"Pembina",2022,1996,16
"Pemiscot",2020,1285,21
"Pemiscot",2021,2201,59
"Pemiscot",2022,3013,74
"Pend Oreille",2020,453,4
"Pend Oreille",2021,1734,26
"Pend Oreille",2022,2508,36
"Pender",2020,2737,22
"Pender",2021,9888,103
"Pender",2022,15405,128
"Pending County Assignment",2022,65,0
"Pendleton",2020,925,3
"Pendleton",2021,3703,45
"Pendleton",2022,5499,60
"Pennington",2020,12102,144
"Pennington",2021,26528,316
"Pennington",2022,36590,383
"Penobscot",2020,2050,20
"Penobscot",2021,17516,225
"Penobscot",2022,29710,331
"Penuelas",2020,395,0
"Penuelas",2021,1106,0
"Penuelas",2022,2790,0
"Peoria",2020,13172,201
"Peoria",2021,34463,447
"Peoria",2022,47902,555
"Pepin",2020,699,5
"Pepin",2021,1488,15
"Pepin",2022,2001,18
"Perkins",2020,515,22
"Perkins",2021,969,28
"Perkins",2022,1211,30
"Perquimans",2020,533,5
"Perquimans",2021,1826,16
"Perquimans",2022,2780,24
"Perry",2020,13480,227
"Perry",2021,38902,733
"Perry",2022,55511,913
"Pershing",2020,832,10
"Pershing",2021,1209,29
"Pershing",2022,2130,29
"Person",2020,1646,21
"Person",2021,5923,94
"Person",2022,9449,109
"Petersburg Borough",2020,27,0
"Petersburg Borough",2021,533,2
"Petersburg Borough",2022,785,4
"Petersburg city",2020,1458,33
"Petersburg city",2021,5737,109
"Petersburg city",2022,8297,140
"Petroleum",2020,10,1
"Petroleum",2021,27,1
"Petroleum",2022,35,1
"Pettis",2020,4186,61
"Pettis",2021,8485,131
"Pettis",2022,12392,168
"Phelps",2020,3271,94
"Phelps",2021,9239,212
"Phelps",2022,12627,257
"Philadelphia",2020,93885,2493
"Philadelphia",2021,228936,4258
"Philadelphia",2022,317808,5110
"Phillips",2020,2569,57
"Phillips",2021,6109,153
"Phillips",2022,8141,176
"Piatt",2020,1046,8
"Piatt",2021,2956,22
"Piatt",2022,4575,29
"Pickaway",2020,6137,50
"Pickaway",2021,13418,168
"Pickaway",2022,17679,230
"Pickens",2020,13849,199
"Pickens",2021,39649,729
"Pickens",2022,59774,901
"Pickett",2020,567,17
"Pickett",2021,1168,28
"Pickett",2022,1774,36
"Pierce",2020,34377,456
"Pierce",2021,126009,1228
"Pierce",2022,218271,1665
"Pike",2020,15757,279
"Pike",2021,51575,919
"Pike",2022,75655,1175
"Pima",2020,70563,1082
"Pima",2021,174066,3177
"Pima",2022,255688,3850
"Pinal",2020,28137,372
"Pinal",2021,89312,1320
"Pinal",2022,132748,1666
"Pine",2020,2472,12
"Pine",2021,5677,48
"Pine",2022,7175,67
"Pinellas",2020,44975,1049
"Pinellas",2021,145832,2778
"Pinellas",2022,212746,3356
"Pipestone",2020,875,21
"Pipestone",2021,1622,30
"Pipestone",2022,2013,34
"Piscataquis",2020,117,1
"Piscataquis",2021,2007,20
"Piscataquis",2022,3112,31
"Pitkin",2020,1045,4
"Pitkin",2021,4161,6
"Pitkin",2022,6676,7
"Pitt",2020,11454,69
"Pitt",2021,32746,146
"Pitt",2022,52792,205
"Pittsburg",2020,3010,23
"Pittsburg",2021,7275,169
"Pittsburg",2022,10780,211
"Pittsylvania",2020,2717,38
"Pittsylvania",2021,9155,141
"Pittsylvania",2022,14301,199
"Piute",2020,73,2
"Piute",2021,214,2
"Piute",2022,304,7
"Placer",2020,13755,125
"Placer",2021,45083,489
"Placer",2022,71527,628
"Plaquemines",2020,1708,21
"Plaquemines",2021,4402,41
"Plaquemines",2022,6509,45
"Platte",2020,6424,72
"Platte",2021,15306,169
"Platte",2022,21075,218
"Pleasants",2020,574,5
"Pleasants",2021,1578,31
"Pleasants",2022,2077,36
"Plumas",2020,401,4
"Plumas",2021,2054,12
"Plumas",2022,3379,13
"Plymouth",2020,27662,1056
"Plymouth",2021,86060,1761
"Plymouth",2022,126411,1785
"Pocahontas",2020,1084,21
"Pocahontas",2021,2658,47
"Pocahontas",2022,3685,59
"Poinsett",2020,2418,62
"Poinsett",2021,5668,106
"Poinsett",2022,8052,127
"Pointe Coupee",2020,1918,57
"Pointe Coupee",2021,4129,85
"Pointe Coupee",2022,6297,94
"Polk",2020,99241,1533
"Polk",2021,285204,4410
"Polk",2022,408166,5312
"Ponce",2020,2259,0
"Ponce",2021,8403,0
"Ponce",2022,21975,0
"Pondera",2020,387,3
"Pondera",2021,849,6
"Pondera",2022,1183,8
"Pontotoc",2020,6331,67
"Pontotoc",2021,14909,221
"Pontotoc",2022,22496,295
"Pope",2020,6470,63
"Pope",2021,15949,186
"Pope",2022,22534,235
"Poquoson city",2020,337,4
"Poquoson city",2021,1514,23
"Poquoson city",2022,2388,30
"Portage",2020,13249,151
"Portage",2021,39978,464
"Portage",2022,53495,611
"Porter",2020,12969,157
"Porter",2021,29159,441
"Porter",2022,38632,564
"Portsmouth city",2020,4545,78
"Portsmouth city",2021,14523,256
"Portsmouth city",2022,21144,338
"Posey",2020,1941,26
"Posey",2021,4463,46
"Posey",2022,6580,58
"Pottawatomie",2020,6703,40
"Pottawatomie",2021,17033,261
"Pottawatomie",2022,26488,342
"Pottawattamie",2020,8327,95
"Pottawattamie",2021,17680,249
"Pottawattamie",2022,24382,319
"Potter",2020,16076,324
"Potter",2021,30144,692
"Potter",2022,39738,838
"Powder River",2020,102,5
"Powder River",2021,287,10
"Powder River",2022,343,10
"Powell",2020,1474,5
"Powell",2021,4604,54
"Powell",2022,6651,73
"Power",2020,555,4
"Power",2021,1143,17
"Power",2022,1496,20
"Poweshiek",2020,1212,24
"Poweshiek",2021,2698,47
"Poweshiek",2022,3728,61
"Powhatan",2020,874,6
"Powhatan",2021,3384,31
"Powhatan",2022,5257,59
"Prairie",2020,678,18
"Prairie",2021,1557,33
"Prairie",2022,2228,46
"Pratt",2020,686,19
"Pratt",2021,1480,29
"Pratt",2022,1931,30
"Preble",2020,2719,31
"Preble",2021,7062,150
"Preble",2022,9494,201
"Prentiss",2020,2129,42
"Prentiss",2021,5435,87
"Prentiss",2022,8245,103
"Presidio",2020,599,16
"Presidio",2021,933,30
"Presidio",2022,998,38
"Presque Isle",2020,530,9
"Presque Isle",2021,1738,51
"Presque Isle",2022,2085,58
"Preston",2020,1691,31
"Preston",2021,6445,112
"Preston",2022,9367,137
"Price",2020,1015,5
"Price",2021,2560,22
"Price",2022,3283,33
"Prince Edward",2020,1094,17
"Prince Edward",2021,3223,54
"Prince Edward",2022,5107,71
"Prince George",2020,1835,9
"Prince George",2021,5740,52
"Prince George",2022,8917,79
"Prince George's",2020,55166,1089
"Prince George's",2021,124049,1786
"Prince George's",2022,175401,2163
"Prince William",2020,25877,261
"Prince William",2021,67877,616
"Prince William",2022,97967,748
"Prince of Wales-Hyder Census Area",2020,67,1
"Prince of Wales-Hyder Census Area",2021,634,6
"Prince of Wales-Hyder Census Area",2022,1454,8
"Providence",2020,58946,1347
"Providence",2021,138925,2204
"Providence",2022,229262,2535
"Prowers",2020,1007,20
"Prowers",2021,2043,43
"Prowers",2022,2654,51
"Pueblo",2020,13328,313
"Pueblo",2021,31666,669
"Pueblo",2022,47690,802
"Pulaski",2020,35248,580
"Pulaski",2021,95417,1550
"Pulaski",2022,145353,1916
"Pushmataha",2020,625,6
"Pushmataha",2021,1883,40
"Pushmataha",2022,2677,45
"Putnam",2020,28301,454
"Putnam",2021,77806,1238
"Putnam",2022,109229,1457
"Quay",2020,332,7
"Quay",2021,1577,31
"Quay",2022,2006,54
"Quebradillas",2020,581,0
"Quebradillas",2021,1839,0
"Quebradillas",2022,4777,0
"Queen Anne's",2020,1702,28
"Queen Anne's",2021,5141,83
"Queen Anne's",2022,7246,110
"Quitman",2020,706,8
"Quitman",2021,1416,32
"Quitman",2022,2005,35
"Rabun",2020,1154,17
"Rabun",2021,2772,78
"Rabun",2022,3691,99
"Racine",2020,19569,259
"Racine",2021,40917,515
"Racine",2022,57729,690
"Radford city",2020,1512,7
"Radford city",2021,3306,39
"Radford city",2022,5018,53
"Rains",2020,532,18
"Rains",2021,1677,49
"Rains",2022,1839,59
"Raleigh",2020,2761,29
"Raleigh",2021,13924,225
"Raleigh",2022,23094,349
"Ralls",2020,667,7
"Ralls",2021,1875,19
"Ralls",2022,2470,28
"Ramsey",2020,38582,709
"Ramsey",2021,86782,1173
"Ramsey",2022,132647,1405
"Randall",2020,14006,191
"Randall",2021,28224,407
"Randall",2022,38234,516
"Randolph",2020,19251,332
"Randolph",2021,54191,903
"Randolph",2022,79737,1128
"Rankin",2020,8957,168
"Rankin",2021,24292,409
"Rankin",2022,36738,489
"Ransom",2020,553,12
"Ransom",2021,1090,23
"Ransom",2022,1515,28
"Rapides",2020,8258,212
"Rapides",2021,22876,483
"Rapides",2022,32791,577
"Rappahannock",2020,164,2
"Rappahannock",2021,729,7
"Rappahannock",2022,1051,10
"Ravalli",2020,2156,26
"Ravalli",2021,5518,128
"Ravalli",2022,7089,164
"Rawlins",2020,311,7
"Rawlins",2021,591,8
"Rawlins",2022,683,9
"Ray",2020,1140,8
"Ray",2021,3769,65
"Ray",2022,5221,94
"Reagan",2020,321,7
"Reagan",2021,648,10
"Reagan",2022,859,14
"Real",2020,207,11
"Real",2021,593,21
"Real",2022,817,25
"Red Lake",2020,309,4
"Red Lake",2021,736,11
"Red Lake",2022,953,13
"Red River",2020,1111,55
"Red River",2021,3050,106
"Red River",2022,4416,120
"Red Willow",2020,953,5
"Red Willow",2021,1939,17
"Red Willow",2022,2325,20
"Redwood",2020,1308,26
"Redwood",2021,3034,49
"Redwood",2022,3985,54
"Reeves",2020,1469,29
"Reeves",2021,3835,60
"Reeves",2022,4636,74
"Refugio",2020,457,17
"Refugio",2021,1217,31
"Refugio",2022,1781,36
"Reno",2020,7041,104
"Reno",2021,13839,188
"Reno",2022,18632,238
"Rensselaer",2020,4415,82
"Rensselaer",2021,21441,215
"Rensselaer",2022,33850,259
"Renville",2020,1570,51
"Renville",2021,3331,67
"Renville",2022,4339,71
"Republic",2020,562,11
"Republic",2021,1014,14
"Republic",2022,1354,16
"Reynolds",2020,414,3
"Reynolds",2021,851,16
"Reynolds",2022,1165,26
"Rhea",2020,3174,48
"Rhea",2021,7410,130
"Rhea",2022,9994,160
"Rice",2020,6336,56
"Rice",2021,14352,164
"Rice",2022,20971,199
"Rich",2020,67,0
"Rich",2021,282,0
"Rich",2022,343,0
"Richardson",2020,519,15
"Richardson",2021,1290,24
"Richardson",2022,1773,24
"Richland",2020,40461,540
"Richland",2021,116163,1441
"Richland",2022,178032,1741
"Richmond",2020,18504,305
"Richmond",2021,47837,936
"Richmond",2022,66084,1112
"Richmond city",2020,9299,95
"Richmond city",2021,29694,390
"Richmond city",2022,46245,515
"Riley",2020,4917,20
"Riley",2021,9009,66
"Riley",2022,13711,85
"Rincon",2020,341,0
"Rincon",2021,1215,0
"Rincon",2022,2580,0
"Ringgold",2020,367,7
"Ringgold",2021,868,31
"Ringgold",2022,1135,34
"Rio Arriba",2020,2314,42
"Rio Arriba",2021,6329,95
"Rio Arriba",2022,10047,135
"Rio Blanco",2020,269,3
"Rio Blanco",2021,1289,11
"Rio Blanco",2022,1696,13
"Rio Grande",2020,1779,7
"Rio Grande",2021,6597,40
"Rio Grande",2022,11512,46
"Ripley",2020,3193,48
"Ripley",2021,8436,155
"Ripley",2022,11057,199
"Ritchie",2020,358,7
"Ritchie",2021,1696,24
"Ritchie",2022,2462,31
"Riverside",2020,184193,1985
"Riverside",2021,415024,5585
"Riverside",2022,626695,6527
"Roane",2020,4637,61
"Roane",2021,12829,212
"Roane",2022,19026,270
"Roanoke",2020,4706,68
"Roanoke",2021,14245,195
"Roanoke",2022,21633,282
"Roanoke city",2020,5281,99
"Roanoke city",2021,14290,272
"Roanoke city",2022,21671,376
"Roberts",2020,1030,33
"Roberts",2021,1889,46
"Roberts",2022,2611,55
"Robertson",2020,7591,98
"Robertson",2021,18784,318
"Robertson",2022,26839,403
"Robeson",2020,9840,137
"Robeson",2021,27150,456
"Robeson",2022,40690,538
"Rock",2020,14258,138
"Rock",2021,31322,316
"Rock",2022,46842,431
"Rock Island",2020,11014,259
"Rock Island",2021,24040,449
"Rock Island",2022,33837,523
"Rockbridge",2020,622,6
"Rockbridge",2021,2439,69
"Rockbridge",2022,3300,79
"Rockcastle",2020,842,8
"Rockcastle",2021,3536,45
"Rockcastle",2022,5059,59
"Rockdale",2020,4073,81
"Rockdale",2021,13934,264
"Rockdale",2022,18719,321
"Rockingham",2020,19327,214
"Rockingham",2021,69546,809
"Rockingham",2022,107251,1063
"Rockland",2020,27768,587
"Rockland",2021,68241,806
"Rockland",2022,96142,897
"Rockwall",2020,6270,54
"Rockwall",2021,18559,228
"Rockwall",2022,26778,266
"Roger Mills",2020,253,6
"Roger Mills",2021,686,12
"Roger Mills",2022,892,16
"Rogers",2020,6566,85
"Rogers",2021,17331,312
"Rogers",2022,25476,389
"Rolette",2020,1893,22
"Rolette",2021,3621,36
"Rolette",2022,6121,43
"Rooks",2020,533,9
"Rooks",2021,1015,16
"Rooks",2022,1377,20
"Roosevelt",2020,2917,79
"Roosevelt",2021,5867,151
"Roosevelt",2022,8302,171
"Roscommon",2020,963,27
"Roscommon",2021,3646,101
"Roscommon",2022,4690,115
"Roseau",2020,1599,14
"Roseau",2021,3409,37
"Roseau",2022,4524,44
"Rosebud",2020,1027,28
"Rosebud",2021,1781,58
"Rosebud",2022,2633,60
"Ross",2020,4439,87
"Ross",2021,13174,240
"Ross",2022,19410,301
"Rota",2022,415,0
"Routt",2020,1058,18
"Routt",2021,4358,24
"Routt",2022,6562,25
"Rowan",2020,10317,176
"Rowan",2021,33579,538
"Rowan",2022,48330,650
"Runnels",2020,921,17
"Runnels",2021,1786,56
"Runnels",2022,2393,66
"Rush",2020,1626,14
"Rush",2021,4144,52
"Rush",2022,5674,76
"Rusk",2020,3723,65
"Rusk",2021,11195,232
"Rusk",2022,14335,288
"Russell",2020,6235,74
"Russell",2021,17924,244
"Russell",2022,25318,331
"Rutherford",2020,32955,360
"Rutherford",2021,80452,1078
"Rutherford",2022,113951,1305
"Rutland",2020,451,8
"Rutland",2021,7215,40
"Rutland",2022,13586,74
"Sabana Grande",2020,329,0
"Sabana Grande",2021,1117,0
"Sabana Grande",2022,3011,0
"Sabine",2020,2455,62
"Sabine",2021,5830,176
"Sabine",2022,7597,202
"Sac",2020,1041,14
"Sac",2021,1867,28
"Sac",2022,2412,33
"Sacramento",2020,65816,857
"Sacramento",2021,179588,2547
"Sacramento",2022,314407,3159
"Sagadahoc",2020,387,1
"Sagadahoc",2021,3016,21
"Sagadahoc",2022,5531,32
"Saginaw",2020,12367,383
"Saginaw",2021,37159,792
"Saginaw",2022,51303,956
"Saguache",2020,256,4
"Saguache",2021,848,10
"Saguache",2022,1203,12
"Saipan",2020,120,2
"Saipan",2021,2954,11
"Saipan",2022,10397,33
"Salem",2020,2800,112
"Salem",2021,10444,216
"Salem",2022,14662,250
"Salem city",2020,1170,27
"Salem city",2021,4396,83
"Salem city",2022,5745,97
"Salinas",2020,906,0
"Salinas",2021,1836,0
"Salinas",2022,4249,0
"Saline",2020,17843,229
"Saline",2021,43093,645
"Saline",2022,63182,815
"Salt Lake",2020,107386,554
"Salt Lake",2021,226602,1315
"Salt Lake",2022,346815,1637
"Saluda",2020,1001,28
"Saluda",2021,2688,62
"Saluda",2022,3968,78
"Sampson",2020,4912,61
"Sampson",2021,12219,145
"Sampson",2022,18913,183
"San Augustine",2020,473,24
"San Augustine",2021,904,38
"San Augustine",2022,1082,44
"San Benito",2020,3739,29
"San Benito",2021,8526,79
"San Benito",2022,13636,98
"San Bernardino",2020,199115,1445
"San Bernardino",2021,399021,6051
"San Bernardino",2022,597377,7423
"San Diego",2020,155658,1534
"San Diego",2021,451082,4469
"San Diego",2022,824586,5271
"San Francisco",2020,23743,189
"San Francisco",2021,67926,682
"San Francisco",2022,143959,866
"San German",2020,496,0
"San German",2021,1718,0
"San German",2022,4688,0
"San Jacinto",2020,433,19
"San Jacinto",2021,3124,83
"San Jacinto",2022,5611,102
"San Joaquin",2020,45764,651
"San Joaquin",2021,112741,1902
"San Joaquin",2022,178501,2236
"San Juan",2020,27139,329
"San Juan",2021,73397,698
"San Juan",2022,114110,806
"San Lorenzo",2020,1238,0
"San Lorenzo",2021,3207,0
"San Lorenzo",2022,6464,0
"San Luis Obispo",2020,10846,82
"San Luis Obispo",2021,33857,367
"San Luis Obispo",2022,57556,478
"San Mateo",2020,24589,227
"San Mateo",2021,63074,636
"San Mateo",2022,137238,755
"San Miguel",2020,1255,4
"San Miguel",2021,5071,41
"San Miguel",2022,8248,71
"San Patricio",2020,3072,97
"San Patricio",2021,7323,301
"San Patricio",2022,11104,341
"San Saba",2020,426,14
"San Saba",2021,1009,29
"San Saba",2022,1242,35
"San Sebastian",2020,1454,0
"San Sebastian",2021,3559,0
"San Sebastian",2022,7266,0
"Sanborn",2020,305,3
"Sanborn",2021,453,3
"Sanborn",2022,575,6
"Sanders",2020,440,3
"Sanders",2021,1633,40
"Sanders",2022,2164,47
"Sandoval",2020,8269,133
"Sandoval",2021,21183,311
"Sandoval",2022,34112,436
"Sandusky",2020,3553,56
"Sandusky",2021,10622,192
"Sandusky",2022,14015,238
"Sangamon",2020,13219,197
"Sangamon",2021,33475,351
"Sangamon",2022,56637,432
"Sanilac",2020,1497,57
"Sanilac",2021,6819,167
"Sanilac",2022,8827,193
"Sanpete",2020,2374,12
"Sanpete",2021,5986,44
"Sanpete",2022,8374,56
"Santa Barbara",2020,17434,160
"Santa Barbara",2021,51399,568
"Santa Barbara",2022,92683,693
"Santa Clara",2020,71755,748
"Santa Clara",2021,166609,1970
"Santa Clara",2022,342015,2298
"Santa Cruz",2020,14991,184
"Santa Cruz",2021,34686,434
"Santa Cruz",2022,69215,495
"Santa Fe",2020,7588,75
"Santa Fe",2021,17151,204
"Santa Fe",2022,29503,287
"Santa Isabel",2020,461,0
"Santa Isabel",2021,1313,0
"Santa Isabel",2022,3332,0
"Santa Rosa",2020,11180,128
"Santa Rosa",2021,34032,527
"Santa Rosa",2022,48592,621
"Sarasota",2020,18607,509
"Sarasota",2021,60423,1352
"Sarasota",2022,91416,1620
"Saratoga",2020,5796,43
"Saratoga",2021,31400,267
"Saratoga",2022,49890,335
"Sargent",2020,408,5
"Sargent",2021,784,9
"Sargent",2022,1031,9
"Sarpy",2020,15923,78
"Sarpy",2021,34180,188
"Sarpy",2022,49923,276
"Sauk",2020,4713,31
"Sauk",2021,11190,82
"Sauk",2022,16479,136
"Saunders",2020,1795,10
"Saunders",2021,3785,23
"Saunders",2022,5017,30
"Sawyer",2020,1258,11
"Sawyer",2021,3513,49
"Sawyer",2022,4651,62
"Schenectady",2020,6076,86
"Schenectady",2021,22875,266
"Schenectady",2022,35317,305
"Schleicher",2020,218,6
"Schleicher",2021,379,9
"Schleicher",2022,528,9
"Schley",2020,236,2
"Schley",2021,754,8
"Schley",2022,1173,11
"Schoharie",2020,572,5
"Schoharie",2021,3470,29
"Schoharie",2022,5336,36
"Schoolcraft",2020,229,4
"Schoolcraft",2021,1203,8
"Schoolcraft",2022,1763,16
"Schuyler",2020,1280,25
"Schuyler",2021,4299,71
"Schuyler",2022,6441,80
"Schuylkill",2020,7948,248
"Schuylkill",2021,26330,554
"Schuylkill",2022,34853,675
"Scioto",2020,4243,45
"Scioto",2021,13913,197
"Scioto",2022,20777,257
"Scotland",2020,2752,57
"Scotland",2021,6785,126
"Scotland",2022,10805,150
"Scott",2020,39812,480
"Scott",2021,102100,1170
"Scott",2022,145806,1468
"Scotts Bluff",2020,4129,50
"Scotts Bluff",2021,7292,102
"Scotts Bluff",2022,9433,102
"Screven",2020,595,15
"Screven",2021,1882,62
"Screven",2022,2659,70
"Scurry",2020,1977,31
"Scurry",2021,3688,92
"Scurry",2022,4983,104
"Searcy",2020,510,11
"Searcy",2021,1448,31
"Searcy",2022,2126,48
"Sebastian",2020,9788,158
"Sebastian",2021,24428,414
"Sebastian",2022,32837,526
"Sedgwick",2020,40742,284
"Sedgwick",2021,96776,1109
"Sedgwick",2022,146007,1435
"Seminole",2020,20591,344
"Seminole",2021,76782,1033
"Seminole",2022,113542,1261
"Seneca",2020,4298,77
"Seneca",2021,13946,268
"Seneca",2022,19260,321
"Sequatchie",2020,1148,17
"Sequatchie",2021,3206,59
"Sequatchie",2022,4226,69
"Sequoyah",2020,2479,16
"Sequoyah",2021,7130,94
"Sequoyah",2022,10639,106
"Sevier",2020,12353,98
"Sevier",2021,30434,415
"Sevier",2022,41848,520
"Seward",2020,5168,50
"Seward",2021,8050,96
"Seward",2022,10240,103
"Shackelford",2020,152,1
"Shackelford",2021,573,9
"Shackelford",2022,691,12
"Shannon",2020,410,9
"Shannon",2021,1197,29
"Shannon",2022,1609,40
"Sharkey",2020,390,17
"Sharkey",2021,666,21
"Sharkey",2022,953,26
"Sharp",2020,1158,32
"Sharp",2021,3379,78
"Sharp",2022,4640,105
"Shasta",2020,8060,78
"Shasta",2021,27032,491
"Shasta",2022,36988,648
"Shawano",2020,4584,67
"Shawano",2021,8798,110
"Shawano",2022,11994,152
"Shawnee",2020,11929,219
"Shawnee",2021,31041,491
"Shawnee",2022,48858,633
"Sheboygan",2020,11853,97
"Sheboygan",2021,23425,203
"Sheboygan",2022,33090,319
"Shelby",2020,98474,1236
"Shelby",2021,248241,3755
"Shelby",2022,355353,4570
"Shenandoah",2020,2259,74
"Shenandoah",2021,7920,187
"Shenandoah",2022,10936,222
"Sherburne",2020,7654,57
"Sherburne",2021,20962,153
"Sherburne",2022,27636,181
"Sheridan",2020,3770,35
"Sheridan",2021,8295,116
"Sheridan",2022,10849,137
"Sherman",2020,841,17
"Sherman",2021,2166,39
"Sherman",2022,2915,46
"Shiawassee",2020,2954,58
"Shiawassee",2021,12724,183
"Shiawassee",2022,18142,232
"Shoshone",2020,840,26
"Shoshone",2021,2212,67
"Shoshone",2022,2746,76
"Sibley",2020,1021,5
"Sibley",2021,2801,20
"Sibley",2022,3596,24
"Sierra",2020,562,35
"Sierra",2021,1722,64
"Sierra",2022,2372,77
"Silver Bow",2020,3033,34
"Silver Bow",2021,6375,118
"Silver Bow",2022,8511,130
"Simpson",2020,3255,75
"Simpson",2021,8656,189
"Simpson",2022,12661,243
"Sioux",2020,4986,54
"Sioux",2021,7569,97
"Sioux",2022,9405,107
"Siskiyou",2020,1176,11
"Siskiyou",2021,5103,80
"Siskiyou",2022,7478,105
"Sitka City and Borough",2020,266,0
"Sitka City and Borough",2021,1329,5
"Sitka City and Borough",2022,2681,5
"Skagit",2020,3299,40
"Skagit",2021,13991,152
"Skagit",2022,22747,204
"Skagway Municipality",2020,16,0
"Skagway Municipality",2021,89,0
"Skagway Municipality",2022,187,0
"Skamania",2020,190,1
"Skamania",2021,922,9
"Skamania",2022,1531,12
"Slope",2020,29,0
"Slope",2021,55,0
"Slope",2022,63,0
"Smith",2020,16149,312
"Smith",2021,45731,958
"Smith",2022,56524,1128
"Smyth",2020,1857,55
"Smyth",2021,5658,139
"Smyth",2022,8896,171
"Snohomish",2020,23189,393
"Snohomish",2021,80290,841
"Snohomish",2022,159246,1145
"Snyder",2020,1913,43
"Snyder",2021,6303,127
"Snyder",2022,8149,158
"Socorro",2020,959,42
"Socorro",2021,2562,70
"Socorro",2022,3834,88
"Solano",2020,19216,98
"Solano",2021,50405,379
"Solano",2022,89419,451
"Somerset",2020,20341,797
"Somerset",2021,72822,1365
"Somerset",2022,106691,1567
"Somervell",2020,737,6
"Somervell",2021,1561,26
"Somervell",2022,2116,36
"Sonoma",2020,19129,192
"Sonoma",2021,46679,418
"Sonoma",2022,90191,490
"Southampton",2020,1154,42
"Southampton",2021,2559,74
"Southampton",2022,3446,93
"Southeast Fairbanks Census Area",2020,406,3
"Southeast Fairbanks Census Area",2021,1407,14
"Southeast Fairbanks Census Area",2022,2052,20
"Spalding",2020,3775,98
"Spalding",2021,12044,341
"Spalding",2022,15968,421
"Spartanburg",2020,19756,392
"Spartanburg",2021,65984,1281
"Spartanburg",2022,95357,1548
"Spencer",2020,2510,19
"Spencer",2021,7359,99
"Spencer",2022,10637,120
"Spink",2020,703,24
"Spink",2021,1154,31
"Spink",2022,1418,36
"Spokane",2020,26174,370
"Spokane",2021,81271,1152
"Spokane",2022,126131,1378
"Spotsylvania",2020,4843,67
"Spotsylvania",2021,18742,184
"Spotsylvania",2022,27655,301
"St. Bernard",2020,2367,39
"St. Bernard",2021,7805,98
"St. Bernard",2022,11439,111
"St. Charles",2020,33306,403
"St. Charles",2021,82925,876
"St. Charles",2022,117852,1083
"St. Clair",2020,35335,592
"St. Clair",2021,98416,1738
"St. Clair",2022,139677,2063
"St. Croix",2020,7421,35
"St. Croix",2021,22426,154
"St. Croix",2022,34218,198
"St. Francis",2020,2758,20
"St. Francis",2021,5196,73
"St. Francis",2022,7170,96
"St. Francois",2020,6616,69
"St. Francois",2021,13760,228
"St. Francois",2022,19117,296
"St. Helena",2020,707,5
"St. Helena",2021,1310,19
"St. Helena",2022,1920,23
"St. James",2020,1323,43
"St. James",2021,3844,70
"St. James",2022,5805,77
